SMILES,Hit_Miss,MolLogP,TPSA,MolWt,NumRotatableBonds,HallKierAlpha,FractionCSP3,RingCount,NumHDonors,NumHAcceptors
Cc1ccc(-c2ccc(/C=N/NC3=NC(=O)C(CC(=O)O)S3)o2)c([N+](=O)[O-])c1,0,2.5594200000000003,147.4,402.3880000000001,6.0,-3.4700000000000006,0.17647058823529413,3.0,2.0,8.0
Cc1ccc(-c2ccc(C3C(C#N)=C(N)Oc4[nH]nc(C)c43)o2)cc1,1,3.5047200000000016,100.86000000000001,332.36300000000006,2.0,-3.4600000000000004,0.15789473684210525,4.0,2.0,5.0
Cc1ccc(-c2ccnc(Nc3ccc(N4CCN(C)CC4)c(C(F)(F)F)c3)n2)cc1,1,4.966220000000003,44.290000000000006,427.47400000000016,4.0,-3.1299999999999994,0.30434782608695654,4.0,1.0,5.0
Cc1ccc(-c2cnc(-c3ccccc3C(=O)O)o2)cc1,1,4.015220000000002,63.33,279.295,3.0,-2.8799999999999994,0.058823529411764705,3.0,1.0,3.0
Cc1ccc(-c2csc(NC(=O)CSC3=NCCS3)n2)cc1,1,3.8930200000000026,54.35,349.5060000000001,4.0,-1.31,0.26666666666666666,3.0,1.0,6.0
Cc1ccc(-c2n[nH]c3c2C(C)C(C#N)=C(N)O3)cc1,1,2.5749000000000004,87.72,266.304,1.0,-2.74,0.2,3.0,2.0,4.0
Cc1ccc(-c2nc(CN3CCCC(C(=O)N4CCOCC4)C3)c(C)o2)cc1,0,3.0292400000000015,58.81,383.4920000000002,4.0,-2.1799999999999997,0.5454545454545454,4.0,0.0,5.0
Cc1ccc(-c2nc3ccccc3nc2NN)cc1,0,2.8908199999999997,63.83,250.30500000000004,2.0,-2.46,0.06666666666666667,3.0,2.0,4.0
Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)C(C)C,1,3.792720000000002,68.02000000000001,295.3420000000001,3.0,-2.69,0.23529411764705882,3.0,1.0,4.0
Cc1ccc(-c2nn(CCC(=O)Nc3cccnc3)c(=O)c3ccccc23)cc1,1,3.795720000000002,76.88,384.43900000000014,5.0,-3.799999999999999,0.13043478260869565,4.0,1.0,5.0
Cc1ccc(-c2nnc(N3CCN(C(=O)CSc4nc[nH]n4)CC3)c3ccccc23)cc1,1,3.164220000000001,90.9,445.55200000000013,5.0,-3.4599999999999995,0.2608695652173913,5.0,1.0,7.0
Cc1ccc(-c2nnc(Sc3nc4ccccc4o3)c3ccccc23)cc1,1,5.897620000000003,51.81,369.4490000000001,3.0,-3.179999999999999,0.045454545454545456,5.0,0.0,5.0
Cc1ccc(-c2noc(-c3ccccc3C(=O)N3CCOCC3)n2)cc1,0,3.184420000000001,68.46000000000001,349.39000000000016,3.0,-2.9899999999999998,0.25,4.0,0.0,5.0
Cc1ccc(-c2noc(C3CCN(C(=O)CCC(F)(F)F)CC3)n2)cc1,1,4.093520000000003,59.230000000000004,367.37100000000004,4.0,-2.3800000000000003,0.5,3.0,0.0,4.0
Cc1ccc(-n2nc(C)c(/C=N/NC(=O)c3ccc([N+](=O)[O-])cc3)c2O)c(C)c1,1,3.1752600000000015,122.65,393.4030000000002,5.0,-4.01,0.15,3.0,2.0,7.0
Cc1ccc(-n2nc(C)c(NC(=O)CCl)c2C)cc1C,0,3.283280000000002,46.92,291.78200000000004,3.0,-1.8099999999999996,0.3333333333333333,2.0,1.0,3.0
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccc(C)o2)cc1,1,3.608740000000002,90.0,346.3900000000001,2.0,-3.4599999999999995,0.2,4.0,1.0,6.0
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccc(F)cc2)cc1,1,3.846420000000002,76.86,360.39200000000005,2.0,-3.589999999999999,0.14285714285714285,4.0,1.0,5.0
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccccc2F)cc1,1,3.846420000000002,76.86,360.39200000000005,2.0,-3.589999999999999,0.14285714285714285,4.0,1.0,5.0
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccco2)cc1,1,3.300320000000001,90.0,332.36300000000006,2.0,-3.4599999999999995,0.15789473684210525,4.0,1.0,6.0
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2cccs2)cc1,1,3.7688200000000016,76.86,348.43100000000004,2.0,-3.039999999999999,0.15789473684210525,4.0,1.0,6.0
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccoc2)cc1,1,3.300320000000001,90.0,332.36300000000006,2.0,-3.4599999999999995,0.15789473684210525,4.0,1.0,6.0
Cc1ccc(-n2nc3ccc(N)cc3n2)cc1C,1,2.6195400000000006,56.730000000000004,238.294,1.0,-2.3599999999999994,0.14285714285714285,3.0,1.0,4.0
Cc1ccc(-n2nc3ccc(NC(=O)COc4ccccc4C)cc3n2)cc1,0,4.054840000000002,69.04,372.4280000000001,5.0,-3.6699999999999986,0.13636363636363635,4.0,1.0,5.0
Cc1ccc(-n2ncc(Br)c(Br)c2=O)cc1,1,3.065920000000002,34.89,344.00600000000003,1.0,-0.9399999999999997,0.09090909090909091,2.0,0.0,3.0
Cc1ccc(-n2ncc3c2CC(C)(C)CC3NC(=O)CCc2cccnc2)cc1,0,4.338220000000003,59.81,388.51500000000016,5.0,-2.9499999999999993,0.375,4.0,1.0,4.0
Cc1ccc(-n2nnc3c(SCC(=O)NCC4CCCO4)ncnc32)cc1,1,1.9062199999999998,94.82000000000001,384.4650000000002,6.0,-2.5199999999999996,0.3888888888888889,4.0,1.0,8.0
Cc1ccc(-n2nnnc2CCl)cc1,1,1.70952,43.6,208.65200000000004,2.0,-1.4199999999999995,0.2222222222222222,2.0,0.0,4.0
Cc1ccc(/C(=N/Nc2nc3ccccc3s2)C2=C(O)c3ccccc3C2=O)cc1,0,5.586520000000005,74.58000000000001,411.48600000000016,4.0,-3.769999999999999,0.041666666666666664,5.0,2.0,6.0
Cc1ccc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-],1,4.918320000000003,93.33,368.4140000000001,6.0,-3.0599999999999996,0.15789473684210525,3.0,1.0,5.0
Cc1ccc(/C=C/C(=O)c2ccc3c(c2)OCO3)o1,0,3.2128200000000016,48.67,256.257,3.0,-2.49,0.13333333333333333,3.0,0.0,4.0
Cc1ccc(/C=C/C(=O)c2ccc3ccccc3c2)o1,0,4.637320000000003,30.21,262.30800000000005,3.0,-2.6099999999999994,0.05555555555555555,3.0,0.0,2.0
Cc1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)o1,0,2.7488200000000003,84.58,282.25100000000003,2.0,-2.9499999999999997,0.0625,3.0,1.0,4.0
Cc1ccc(/C=C2/SC(=O)NC2=S)o1,0,2.712720000000001,42.24,225.294,1.0,-1.0699999999999998,0.1111111111111111,2.0,1.0,4.0
Cc1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1,0,4.079120000000003,37.38,353.4680000000001,4.0,-2.2399999999999993,0.10526315789473684,3.0,0.0,4.0
Cc1ccc(/C=C2\SC(N3CCN(C(c4ccccc4)c4ccccc4)CC3)=NC2=O)o1,1,4.965520000000005,49.05,443.57200000000023,4.0,-3.0899999999999994,0.23076923076923078,5.0,0.0,5.0
Cc1ccc(/C=C2\Sc3ccccc3C2=O)s1,1,4.386020000000002,17.07,258.367,1.0,-1.3199999999999998,0.07142857142857142,3.0,0.0,3.0
Cc1ccc(/C=N/NC(=O)c2c(C)nc3ccccn23)cc1,1,2.715040000000001,58.760000000000005,292.34200000000004,3.0,-2.9499999999999997,0.11764705882352941,3.0,1.0,4.0
Cc1ccc(/C=N/Nc2ccc(C(=O)O)cc2)s1.O=S(=O)(O)O,0,2.5479200000000004,136.29,358.3970000000001,4.0,-2.2699999999999996,0.07692307692307693,2.0,4.0,6.0
Cc1ccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)cc1C,0,4.148140000000002,81.26,347.7540000000001,3.0,-2.7299999999999995,0.17647058823529413,3.0,1.0,6.0
Cc1ccc(C(=O)/C=C/c2ccc3ccccc3c2)cc1,0,5.0443200000000035,17.07,272.34700000000004,3.0,-2.669999999999999,0.05,3.0,0.0,1.0
Cc1ccc(C(=O)C(OC(=O)CN2C(=O)c3ccccc3C2=O)c2ccccc2)cc1C,0,4.066840000000004,80.75,427.45600000000013,6.0,-4.059999999999999,0.15384615384615385,4.0,0.0,5.0
Cc1ccc(C(=O)C2C(c3ccc(-c4ccccc4[N+](=O)[O-])o3)NC(=O)NC2(O)C(F)(F)F)cc1,1,4.267120000000004,134.70999999999998,489.4060000000001,5.0,-4.19,0.21739130434782608,4.0,3.0,6.0
Cc1ccc(C(=O)C2C(c3cccc([N+](=O)[O-])c3)C3CSCN3[C@@]23C(=O)Nc2ccc(C)cc23)cc1,1,5.030440000000004,92.55,499.59200000000027,4.0,-3.4899999999999993,0.2857142857142857,6.0,1.0,6.0
Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cn1,0,3.3221200000000017,110.63,350.3340000000001,5.0,-3.8099999999999996,0.05555555555555555,3.0,1.0,6.0
Cc1ccc(C(=O)N/N=C\c2cc(Br)c(Br)o2)cn1,0,3.2719200000000015,67.49000000000001,387.03100000000006,3.0,-1.4699999999999995,0.08333333333333333,2.0,1.0,4.0
Cc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1,1,4.089920000000004,20.310000000000002,293.41,3.0,-2.0899999999999994,0.35,3.0,0.0,1.0
Cc1ccc(C(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,1,4.820620000000004,23.550000000000004,406.47600000000017,4.0,-3.049999999999999,0.24,4.0,0.0,2.0
Cc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1,4.5424200000000035,23.550000000000004,370.49600000000015,4.0,-2.909999999999999,0.24,4.0,0.0,2.0
Cc1ccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1,1,4.522820000000004,23.550000000000004,368.48000000000013,2.0,-2.909999999999999,0.24,5.0,0.0,2.0
Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,1,3.976220000000003,23.550000000000004,348.3680000000001,2.0,-2.499999999999999,0.3157894736842105,3.0,0.0,2.0
Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1C,1,4.284640000000004,23.550000000000004,362.39500000000015,2.0,-2.499999999999999,0.35,3.0,0.0,2.0
Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1,1,3.610820000000002,23.550000000000004,314.8160000000001,2.0,-1.9999999999999991,0.2777777777777778,3.0,0.0,2.0
Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C,1,3.919240000000003,23.550000000000004,328.84300000000013,2.0,-1.9999999999999991,0.3157894736842105,3.0,0.0,2.0
Cc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1,0,2.9574200000000017,23.550000000000004,280.371,2.0,-2.289999999999999,0.2777777777777778,3.0,0.0,2.0
Cc1ccc(C(=O)NC(=S)NNS(=O)(=O)c2ccc(C)cc2)cc1,0,1.8012399999999995,87.30000000000001,363.4640000000001,4.0,-2.2899999999999996,0.125,2.0,3.0,4.0
Cc1ccc(C(=O)NC(C#N)=C(Cl)Cl)cc1,0,2.8951000000000002,52.89,255.104,2.0,-1.5,0.09090909090909091,1.0,1.0,2.0
Cc1ccc(C(=O)NC2(O)C(=O)c3ccccc3C2=O)cc1C,1,1.80104,83.47,309.3210000000001,2.0,-2.7899999999999996,0.16666666666666666,3.0,2.0,4.0
Cc1ccc(C(=O)NNC(=O)c2c(C)nc3ccccn23)cc1,1,2.0259400000000003,75.5,308.341,2.0,-3.1499999999999995,0.11764705882352941,3.0,2.0,4.0
Cc1ccc(C(=O)NNC(=O)c2c(C)nc3sc4ccccc4n23)cc1,1,3.2406400000000017,75.5,364.43000000000006,2.0,-3.1899999999999995,0.10526315789473684,4.0,2.0,5.0
Cc1ccc(C(=O)NNC(=O)c2c(C)nc3sccn23)cc1,1,2.08744,75.5,314.37,2.0,-2.67,0.13333333333333333,3.0,2.0,5.0
Cc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cc1[N+](=O)[O-],0,4.462320000000002,72.24,325.15100000000007,3.0,-2.1099999999999994,0.07142857142857142,2.0,1.0,3.0
Cc1ccc(C(=O)OCC(=O)Nc2ccc3c(c2)OCO3)cc1S(=O)(=O)N1CCOCC1,0,1.54012,120.47,462.48000000000036,6.0,-3.15,0.3333333333333333,4.0,1.0,8.0
Cc1ccc(C(=O)OCn2ncc(Cl)c(Cl)c2=O)cc1,1,2.673020000000001,61.190000000000005,313.14000000000004,3.0,-1.8499999999999996,0.15384615384615385,2.0,0.0,5.0
Cc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1S(=O)(=O)N1CCCCCC1,1,3.687120000000003,106.81999999999998,418.47100000000034,5.0,-2.78,0.35,3.0,0.0,6.0
Cc1ccc(C(=O)c2coc3cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c23)cc1,0,3.494220000000002,136.72,342.2630000000001,4.0,-3.75,0.0625,3.0,1.0,7.0
Cc1ccc(C(=O)n2cnc3ccccc32)cc1C,0,3.3416400000000017,34.89,250.30100000000002,1.0,-2.4199999999999995,0.125,3.0,0.0,3.0
Cc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,1,1.8416199999999998,98.07000000000001,287.252,5.0,-1.2000000000000002,0.4166666666666667,1.0,3.0,3.0
Cc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,0,1.4994199999999995,106.86000000000001,273.225,5.0,-1.2000000000000002,0.36363636363636365,1.0,4.0,3.0
Cc1ccc(C(C[N+](=O)[O-])c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,1,3.191040000000001,80.93,337.3790000000001,5.0,-3.149999999999999,0.21052631578947367,3.0,1.0,4.0
Cc1ccc(C(OCC(=O)N(C)O)P(=O)(O)O)cc1,1,1.0355199999999998,107.30000000000001,289.224,5.0,-1.2400000000000002,0.36363636363636365,1.0,3.0,4.0
Cc1ccc(C(P(=O)(O)O)S(=O)(=O)CC(=O)N(C)O)cc1,0,0.43372000000000016,132.20999999999998,337.2900000000001,5.0,-1.25,0.36363636363636365,1.0,3.0,5.0
Cc1ccc(C(P(=O)(O)O)S(=O)(=O)CC(=O)NO)cc1,0,0.09151999999999971,140.99999999999997,323.26300000000003,5.0,-1.25,0.3,1.0,4.0,5.0
Cc1ccc(C(SCC(=O)N(C)O)P(=O)(O)O)cc1,1,1.7521199999999997,98.07000000000001,305.29200000000003,5.0,-0.8500000000000001,0.36363636363636365,1.0,3.0,4.0
Cc1ccc(C(SCC(=O)NO)P(=O)(O)O)cc1,0,1.4099199999999996,106.86000000000001,291.26500000000004,5.0,-0.8500000000000001,0.3,1.0,4.0,4.0
Cc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1,1,2.6494599999999995,97.82000000000001,298.346,3.0,-2.76,0.25,3.0,4.0,4.0
Cc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1[N+](=O)[O-],1,2.5576599999999994,140.96,343.3430000000001,4.0,-3.3600000000000003,0.25,3.0,4.0,6.0
Cc1ccc(C(c2cc(Cl)c3cccnc3c2O)N2CCN(C)CC2)cc1,1,4.239020000000004,39.60000000000001,381.9070000000002,3.0,-2.14,0.3181818181818182,4.0,1.0,4.0
Cc1ccc(C(c2ccccc2)N2CCN(C(=O)C3CC(=O)N(C4CCCCC4)C3)CC2)cc1,1,4.409820000000003,43.86000000000001,459.6340000000004,5.0,-2.66,0.5172413793103449,5.0,0.0,3.0
Cc1ccc(C)c(-c2ccc(=O)n(Cc3cccc(Br)c3)n2)c1,1,4.337940000000003,34.89,369.262,3.0,-2.1999999999999993,0.15789473684210525,3.0,0.0,3.0
Cc1ccc(C)c(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,0,4.148140000000002,81.26,347.7540000000001,3.0,-2.73,0.17647058823529413,3.0,1.0,6.0
Cc1ccc(C)c(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NCC2CCCO2)c2cccs2)c1,1,3.1858400000000007,140.64,513.6450000000003,8.0,-3.2799999999999994,0.3333333333333333,4.0,3.0,8.0
Cc1ccc(C)c(N/C([S-])=C(/C(=O)c2ccc(OC(F)F)cc2)[n+]2ccccc2)c1,0,4.860340000000003,42.21,426.48800000000006,7.0,-3.319999999999999,0.13043478260869565,3.0,1.0,4.0
Cc1ccc(C)c(N2CCN(C(=O)c3cc4ccccn4n3)CC2)c1,0,2.913540000000001,40.85,334.4230000000001,2.0,-2.82,0.3,4.0,0.0,4.0
Cc1ccc(C)c(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,0,3.423140000000002,49.410000000000004,314.42900000000014,3.0,-1.8399999999999999,0.5789473684210527,3.0,1.0,2.0
Cc1ccc(C)c(NC(=O)CSc2n[nH]c(-c3ccccn3)n2)c1,0,3.214340000000001,83.56,339.42400000000004,5.0,-2.67,0.17647058823529413,3.0,2.0,5.0
Cc1ccc(C)c(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)c1,1,3.5401400000000027,109.73999999999998,480.56700000000023,5.0,-3.5599999999999983,0.08333333333333333,4.0,1.0,5.0
Cc1ccc(C)c(S(=O)(=O)Nc2ccc(O)c3ccccc23)c1,1,3.963040000000002,66.4,327.40500000000003,3.0,-2.529999999999999,0.1111111111111111,3.0,2.0,3.0
Cc1ccc(C)c(Sc2ccc(NC(=O)CCl)cc2)c1,1,4.631940000000003,29.1,305.83000000000004,4.0,-1.4499999999999997,0.1875,2.0,1.0,2.0
Cc1ccc(C)n1-c1sccc1C(=O)O,0,2.853840000000001,42.230000000000004,221.281,2.0,-1.5499999999999998,0.18181818181818182,2.0,1.0,3.0
Cc1ccc(C/N=C/c2[nH]c3ccc(Br)c(Cl)c3c2O)cc1,1,5.2169200000000036,48.379999999999995,377.66900000000015,3.0,-1.7799999999999994,0.11764705882352941,3.0,2.0,2.0
Cc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)o1,1,3.097520000000001,58.95,292.7220000000001,3.0,-2.01,0.2857142857142857,3.0,0.0,4.0
Cc1ccc(C2=NN(C(=O)CCl)C(c3cccs3)C2)o1,1,3.5660200000000026,45.81,308.7900000000001,3.0,-1.5899999999999999,0.2857142857142857,3.0,0.0,4.0
Cc1ccc(C2=NN(S(=O)(=O)c3ccccc3)C(c3ccccc3O)C2)cc1,0,4.240620000000003,69.97,392.48000000000013,4.0,-3.1199999999999988,0.13636363636363635,4.0,1.0,4.0
Cc1ccc(C2C(C#N)=C(N)Oc3[nH]c(-c4ccccc4)nc32)o1,1,3.196300000000001,100.86000000000001,318.33600000000007,2.0,-3.4599999999999995,0.1111111111111111,4.0,2.0,5.0
Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)o1,1,3.196300000000001,100.86000000000001,318.33600000000007,2.0,-3.4599999999999995,0.1111111111111111,4.0,2.0,5.0
Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)o1,1,2.5913000000000004,113.75000000000001,319.32400000000007,2.0,-3.53,0.11764705882352941,4.0,2.0,6.0
Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccs4)c32)cc1,1,3.6648000000000014,87.72000000000001,334.40400000000005,2.0,-3.039999999999999,0.1111111111111111,4.0,2.0,5.0
Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccs4)c32)s1,1,3.726300000000002,87.72000000000001,340.43300000000005,2.0,-2.559999999999999,0.125,4.0,2.0,6.0
Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1,1,2.24472,87.72000000000001,266.304,1.0,-2.7399999999999998,0.2,3.0,2.0,4.0
Cc1ccc(C2CC(=O)N3CN(Cc4ccco4)CSC3=C2C#N)cc1,0,3.8031000000000024,60.480000000000004,365.4580000000001,3.0,-2.4899999999999993,0.3,4.0,0.0,5.0
Cc1ccc(C2CC(=O)NC(SCC(=O)Nc3nccs3)=C2C#N)cc1,0,3.1621000000000006,94.88,384.48600000000005,5.0,-2.6300000000000003,0.2222222222222222,3.0,2.0,6.0
Cc1ccc(C2CC(c3ccccc3)=NN2c2ccccc2)o1,1,4.943720000000004,28.740000000000002,302.37700000000007,3.0,-2.809999999999999,0.15,4.0,0.0,3.0
Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1,1,3.9730200000000035,32.67,318.82900000000006,3.0,-1.65,0.25,3.0,0.0,3.0
Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CSC2=NCCS2)cc1,1,4.570220000000004,45.03,401.58200000000016,4.0,-1.5699999999999998,0.3157894736842105,4.0,0.0,6.0
Cc1ccc(C=C2C(Cl)=C(Cl)C(Cl)=C2Cl)cc1,1,5.770420000000001,0.0,306.019,1.0,-0.40000000000000013,0.07692307692307693,2.0,0.0,0.0
Cc1ccc(CN2C(=O)c3ccccc3S(=O)(=O)c3ccc(C(=O)NCCCN4CCCC4)cc32)c(C)c1,0,4.5123400000000045,86.79,531.6780000000005,7.0,-3.489999999999999,0.3333333333333333,5.0,1.0,5.0
Cc1ccc(CN2C(=O)c3ccccc3S(=O)(=O)c3ccc(C(=O)NCCCN4CCOCC4)cc32)c(C)c1,0,3.7487400000000033,96.02000000000001,547.6770000000005,7.0,-3.529999999999999,0.3333333333333333,5.0,1.0,6.0
Cc1ccc(CN2C(=O)c3ccccc3[S+]([O-])c3ccc(C(=O)NCCCN(C)C4CCCCC4)cc32)c(C)c1,0,6.014940000000006,75.71,557.7600000000004,8.0,-3.129999999999999,0.3939393939393939,5.0,1.0,4.0
Cc1ccc(CNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2ccc(Br)s2)cc1,1,4.025020000000002,75.27000000000001,493.44800000000015,8.0,-1.9999999999999991,0.19047619047619047,3.0,2.0,4.0
Cc1ccc(CNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccs2)cc1,0,3.262520000000002,75.27000000000001,414.55200000000013,8.0,-2.4799999999999986,0.19047619047619047,3.0,2.0,4.0
Cc1ccc(CNC(=O)CCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)cc1,0,2.3904199999999998,69.72,377.44400000000013,5.0,-3.1499999999999995,0.3181818181818182,4.0,1.0,3.0
Cc1ccc(CNC(=O)CCS(=O)(=O)c2ccc(Br)cc2)cc1,0,3.237720000000002,63.24,396.30600000000004,6.0,-1.6599999999999993,0.23529411764705882,2.0,1.0,3.0
Cc1ccc(CNC(=O)c2ccc(N(C)S(=O)(=O)c3ccccc3)cc2)cc1,0,3.7501200000000035,66.48,394.4960000000001,6.0,-3.1199999999999988,0.13636363636363635,3.0,1.0,3.0
Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,1,3.639520000000002,114.8,451.9610000000001,6.0,-2.4299999999999993,0.2777777777777778,3.0,1.0,8.0
Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C)s3)n2)cc1,0,2.8245400000000007,114.8,423.9070000000001,5.0,-2.4299999999999993,0.1875,3.0,1.0,8.0
Cc1ccc(CSCCNC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)cc1,1,3.3325200000000024,75.71000000000001,469.02800000000036,8.0,-1.5799999999999996,0.38095238095238093,3.0,1.0,5.0
Cc1ccc(CSCCNC(=O)c2ccc(N(C)S(=O)(=O)c3ccccc3)cc2)cc1,1,4.4833200000000035,66.48,454.6170000000002,9.0,-2.7699999999999987,0.20833333333333334,3.0,1.0,4.0
Cc1ccc(C[n+]2c(-c3ccc(C)cc3)cc(-c3ccc(C)cc3)cc2-c2ccc(C)cc2)cc1.[O-][Cl+3]([O-])([O-])[O-],1,3.5010800000000035,96.12,554.0860000000004,5.0,-3.839999999999997,0.14705882352941177,5.0,0.0,4.0
Cc1ccc(Cc2c(C)nc3nc(SCC(=O)NCCCN4CCCCC4)nn3c2C)cc1,0,3.7246600000000027,75.42,466.65500000000037,9.0,-2.4499999999999993,0.52,4.0,1.0,7.0
Cc1ccc(Cc2c(C)nc3nc(SCC(=O)NCCN4CCOCC4)nn3c2C)cc1,0,2.180859999999999,84.65,454.6000000000003,8.0,-2.4899999999999993,0.4782608695652174,4.0,1.0,8.0
Cc1ccc(Cc2c(C)nc3nc(SCC(=O)NCc4ccco4)nn3c2C)cc1,1,3.641860000000002,85.32000000000001,421.5260000000001,7.0,-3.1299999999999994,0.2727272727272727,4.0,1.0,7.0
Cc1ccc(Cl)c2c(N=Nc3ccccc3)c(O)[nH]c12,0,5.250720000000003,60.74,285.73400000000004,2.0,-2.329999999999999,0.06666666666666667,3.0,2.0,3.0
Cc1ccc(Cl)cc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,1,3.7681200000000024,49.410000000000004,334.84700000000026,3.0,-1.5499999999999998,0.5555555555555556,3.0,1.0,2.0
Cc1ccc(Cn2ncc(Cl)c(Cl)c2=O)cc1,1,2.9068200000000015,34.89,269.13100000000003,2.0,-1.3199999999999994,0.16666666666666666,2.0,0.0,3.0
Cc1ccc(F)c(NC(=O)/C(C#N)=C(\O)c2ccc(C(C)(C)C)cc2)c1,0,4.863000000000004,73.12,352.40900000000016,3.0,-3.13,0.23809523809523808,2.0,2.0,3.0
Cc1ccc(N(C(=O)CCl)C(C(=O)NC2CCCCC2)c2cccnc2)cc1C,1,4.460440000000004,62.300000000000004,413.94900000000024,6.0,-2.3999999999999995,0.43478260869565216,3.0,1.0,3.0
Cc1ccc(N(CCC#N)C(=O)CCl)cc1C,1,2.788920000000001,44.1,250.72899999999998,4.0,-1.5299999999999998,0.38461538461538464,1.0,0.0,2.0
Cc1ccc(N(Cc2cc(O)nc3ccccc23)C(=O)CCl)cc1,0,4.020820000000003,53.43,340.81000000000006,4.0,-2.589999999999999,0.15789473684210525,3.0,1.0,3.0
Cc1ccc(N(NC(=O)C(O)(c2ccccc2)c2ccccc2)C(=O)CCl)cc1,1,3.5341200000000024,69.64000000000001,408.8850000000001,5.0,-3.1499999999999986,0.13043478260869565,3.0,2.0,3.0
Cc1ccc(N/C(C(Cl)=C(Cl)Cl)=C(/Cl)[N+](=O)[O-])c(C)c1,0,5.285440000000001,55.17,356.0360000000001,4.0,-0.9400000000000002,0.16666666666666666,1.0,1.0,3.0
Cc1ccc(N/C([S-])=C(/C(=O)c2ccc(F)cc2)[n+]2ccccc2)cc1,0,4.089620000000003,32.980000000000004,364.44500000000005,5.0,-3.0499999999999994,0.047619047619047616,3.0,1.0,3.0
Cc1ccc(N2C(=O)C(Cl)=C(N3CCN(C)CC3)C2=O)c(C)c1,1,1.87444,43.86000000000001,333.81900000000013,2.0,-1.85,0.4117647058823529,3.0,0.0,4.0
Cc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c(C)c1,1,1.9592399999999996,49.85,320.77600000000007,2.0,-1.85,0.375,3.0,0.0,4.0
Cc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1Cl,1,2.30422,49.85,341.1940000000001,2.0,-1.56,0.3333333333333333,3.0,0.0,4.0
Cc1ccc(N2C(=O)C(Cl)=C(NCCO)C2=O)c(C)c1,0,1.2089399999999997,69.64000000000001,294.73800000000006,4.0,-1.85,0.2857142857142857,2.0,2.0,4.0
