SMILES,Hit_Miss,MolLogP,TPSA,MolWt,NumRotatableBonds,HallKierAlpha,FractionCSP3,RingCount,NumHDonors,NumHAcceptors
CCN(C(=O)c1ccc2c(Cl)c3c(nc2c1)CCC3)c1ccc(C)c(C)c1,1,5.660440000000006,33.2,378.9030000000002,3.0,-2.3899999999999992,0.30434782608695654,4.0,0.0,2.0
CCN(CC)C(=O)CSc1nnc2nnc3cc(Cl)ccc3n12,1,2.2864000000000004,76.28,350.83500000000004,5.0,-1.9299999999999995,0.35714285714285715,3.0,0.0,7.0
CCN(CC)C(=O)CSc1nnc2nnc3cc(OC)ccc3n12,0,1.6415999999999997,85.51,346.4160000000001,6.0,-2.42,0.4,3.0,0.0,8.0
CCN(CC)C(=O)[C@H]1CC[C@H]2[C@@H]3CN(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,4.112000000000004,40.620000000000005,386.58000000000027,3.0,-1.32,0.8333333333333334,4.0,0.0,3.0
CCN(CC)C(=O)[C@H]1CC[C@H]2[C@@H]3CN4CCCCC5=C4[C@](C)(CCC5=O)[C@H]3CC[C@]12C,0,5.036300000000005,40.620000000000005,426.64500000000027,3.0,-1.32,0.8518518518518519,5.0,0.0,3.0
CCN(CC)C(=O)[C@H]1CC[C@H]2[C@@H]3CNC4=C(C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,4.159900000000003,49.410000000000004,386.58000000000027,3.0,-1.32,0.8333333333333334,4.0,1.0,3.0
CCN(CC)C(=O)[C@H]1CC[C@H]2[C@@H]3CNC4=CC(=O)C5CC5[C@]4(C)[C@H]3CC[C@]12C,0,3.625700000000002,49.410000000000004,384.5640000000002,3.0,-1.32,0.8333333333333334,5.0,1.0,3.0
CCN(CC)C(=O)c1ccc2c(c1)C1C(Cl)C(Sc3ccccc3[N+](=O)[O-])CC1C(C(=O)O)N2,1,4.827300000000004,112.78000000000002,504.0080000000002,7.0,-2.7800000000000002,0.4166666666666667,4.0,2.0,6.0
CCN(CC)C(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,0,2.8522000000000016,97.59,352.34600000000006,4.0,-3.3499999999999996,0.21052631578947367,3.0,0.0,5.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,0,3.6212000000000026,6.48,296.5520000000001,4.0,0.4799999999999999,0.8,0.0,0.0,4.0
CCN(CC)CCCC(C)Nc1cc(N)nc2nc(-c3ccco3)c(-c3ccco3)nc12,0,5.049400000000004,106.24,434.5440000000002,10.0,-3.3899999999999997,0.375,4.0,2.0,8.0
CCN(CC)CCCC(C)Nc1cc(N)nc2nc(-c3cccs3)c(-c3cccs3)nc12,0,5.986400000000005,79.96,466.6800000000002,10.0,-2.5499999999999994,0.375,4.0,2.0,8.0
CCN(CC)CCCC(C)Nc1ccnc2c1C=CC(Cl)C2,0,4.180700000000003,28.16,321.8960000000001,8.0,-1.06,0.6111111111111112,2.0,1.0,3.0
CCN(CC)CCCNC(=O)CCC(=O)Nc1ccc2nc(N3CCC(C)CC3)cc(C)c2c1,1,4.346320000000003,77.57000000000001,467.6580000000003,11.0,-2.6699999999999995,0.5925925925925926,3.0,2.0,5.0
CCN(CC)CCCNC(=O)c1ccc2c(c1)N(Cc1ccc(C)cc1C)C(=O)c1ccccc1[S+]2[O-],0,5.092240000000005,75.71000000000001,517.6950000000003,9.0,-3.129999999999999,0.3333333333333333,4.0,1.0,4.0
CCN(CC)CCN1C(=O)C(O)=C(C(C)=O)C1c1ccccc1[N+](=O)[O-],1,2.221,103.99000000000001,361.3980000000001,8.0,-2.74,0.4444444444444444,2.0,1.0,6.0
CCN(CC)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,1,2.3598,66.64,311.3850000000001,5.0,-2.4,0.3333333333333333,3.0,1.0,4.0
CCN(CC)CCNC(=O)CSc1c2c(nc3cc(Cl)ccc13)CCCC2,0,4.3171000000000035,45.230000000000004,405.9950000000002,8.0,-1.2999999999999998,0.5238095238095238,3.0,1.0,4.0
CCN(CC)CCNC(=O)c1ccc2c(c1NCCO)C(=O)c1ccccc1C2=O,1,1.9377999999999997,98.74000000000001,409.4860000000002,9.0,-3.03,0.34782608695652173,3.0,3.0,6.0
CCN(CC)CCNC(=O)c1cn(CC)c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2c1=O,1,2.8400000000000007,91.72,510.66000000000037,9.0,-3.009999999999999,0.4074074074074074,4.0,1.0,6.0
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)C(=O)O,0,3.608200000000001,113.36999999999999,473.5660000000003,10.0,-2.97,0.5,3.0,2.0,6.0
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1,6.562600000000006,12.47,405.96900000000005,9.0,-2.549999999999999,0.23076923076923078,3.0,0.0,2.0
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,5.314100000000005,144.6,598.0920000000003,14.0,-4.18,0.28125,3.0,4.0,6.0
CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2cc(C)cc(C)c2)ccc1O,1,6.887860000000008,73.74,538.1130000000003,8.0,-3.1299999999999986,0.27586206896551724,4.0,1.0,5.0
CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc(Cl)cc2)ccc1O,1,6.924420000000008,73.74,544.5040000000002,8.0,-2.8399999999999985,0.2222222222222222,4.0,1.0,5.0
CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc(Cl)cc2Cl)ccc1O,1,7.577820000000007,73.74,578.9490000000003,8.0,-2.5499999999999985,0.2222222222222222,4.0,1.0,5.0
CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc(Cl)s2)ccc1O,1,6.985920000000006,73.74,550.5330000000002,8.0,-2.359999999999999,0.24,4.0,1.0,6.0
CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)ccc1O,1,6.179220000000007,116.88000000000001,555.0560000000003,9.0,-3.729999999999999,0.2222222222222222,4.0,1.0,7.0
CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2cccc(Cl)c2Cl)ccc1O,1,7.577820000000007,73.74,578.9490000000003,8.0,-2.5499999999999985,0.2222222222222222,4.0,1.0,5.0
CCN(CC)S(=O)(=O)c1cc(C(=O)OCC(=O)Nc2cccc(Br)c2)ccc1F,1,3.414200000000002,92.78,487.34700000000004,8.0,-2.299999999999999,0.2631578947368421,2.0,1.0,5.0
CCN(CC)S(=O)(=O)c1cc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)ccc1C,0,2.5277200000000004,101.37,447.3440000000002,7.0,-1.9399999999999995,0.35294117647058826,2.0,1.0,6.0
CCN(CC)S(=O)(=O)c1ccc(N2CCN(S(=O)(=O)c3ccccc3C#N)CC2)nc1,0,1.4946799999999996,114.67999999999999,463.5850000000002,7.0,-2.5199999999999996,0.4,3.0,0.0,7.0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)nc2)cc1,1,3.017800000000001,79.37,367.858,6.0,-1.9599999999999995,0.25,2.0,1.0,4.0
CCN(CC)S(=O)(=O)c1ccc(NN=C(C#N)C#N)cc1,1,1.5321600000000002,109.35,305.36300000000006,6.0,-2.42,0.3076923076923077,1.0,1.0,6.0
CCN(CC)S(=O)(=O)c1cccc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)c1,0,2.5280000000000005,99.21000000000001,433.48200000000026,8.0,-2.9099999999999997,0.3333333333333333,3.0,0.0,7.0
CCN(CC)c1cc2[nH]c(C3CCCCC3)nc2cc1NC(=O)c1ccccc1,1,5.709100000000006,61.02,390.531,6.0,-2.8199999999999994,0.4166666666666667,4.0,2.0,3.0
CCN(CC)c1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,0,3.6936000000000018,74.68,349.386,5.0,-3.2099999999999995,0.19047619047619047,3.0,1.0,4.0
CCN(CC)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,1,3.8773000000000026,41.9,320.39200000000005,5.0,-2.8799999999999994,0.2,3.0,0.0,4.0
CCN(CC)c1ccc(/C=C2/SC(N3CCCCC3)=NC2=O)cc1,1,3.9890000000000034,35.91,343.4960000000001,4.0,-1.75,0.47368421052631576,3.0,0.0,4.0
CCN(CC)c1ccc(/C=C2\C(=O)N(c3nnc(C)c(O)n3)N=C2C)cc1,1,2.5379200000000006,94.81,366.42500000000007,5.0,-3.29,0.3157894736842105,3.0,1.0,7.0
CCN(CC)c1ccc(/C=C2\C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,0,3.6936000000000018,74.68,349.386,5.0,-3.2099999999999995,0.19047619047619047,3.0,1.0,4.0
CCN(CC)c1ccc(/C=N/NC(=O)c2ccc3[nH]cnc3c2)c(O)c1,0,2.8786000000000005,93.61,351.41,6.0,-3.3499999999999996,0.21052631578947367,3.0,3.0,5.0
CCN(CC)c1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCO3)cc1,0,3.0679000000000016,63.16000000000001,353.42200000000014,6.0,-3.0199999999999996,0.3,3.0,1.0,5.0
CCN(CC)c1ccc(/C=N/Nc2nc(C)cc(O)n2)c(O)c1,0,2.4884200000000005,93.87,315.377,6.0,-2.83,0.3125,2.0,3.0,7.0
CCN(CC)c1ccc(NC(=O)c2ccccc2[N+](=O)[O-])cc1,1,3.6933000000000025,75.48,313.357,6.0,-2.89,0.23529411764705882,2.0,1.0,4.0
CCN(CC)c1ccc2c(c1)CCCN2.Cl,0,3.3127000000000018,15.27,240.77799999999996,3.0,-0.8900000000000001,0.5384615384615384,2.0,1.0,2.0
CCN(CC)c1ccc2cc(C(=O)c3cccs3)c(=O)oc2c1,1,3.931700000000003,50.52,327.4050000000001,5.0,-2.3999999999999995,0.2222222222222222,3.0,0.0,5.0
CCN(CC)c1ccc2cc(S(=O)(=O)c3ccc(C)cc3)c(=O)oc2c1,0,3.780420000000003,67.59,371.45800000000014,5.0,-2.5999999999999996,0.25,3.0,0.0,5.0
CCN(CC)c1ccc2cc(S(=O)(=O)c3ccc(Cl)cc3)c(=O)oc2c1,0,4.1254000000000035,67.59,391.8760000000001,5.0,-2.309999999999999,0.21052631578947367,3.0,0.0,5.0
CCN(CC)c1ccc2oc(=O)c(C)nc2c1,1,2.34262,46.34,232.28299999999996,3.0,-1.8400000000000003,0.38461538461538464,2.0,0.0,4.0
CCN(CCN(C)C)C(=O)c1ccc2c(c1NCCO)C(=O)c1ccccc1C2=O,1,1.8898999999999995,89.94999999999999,409.4860000000002,8.0,-3.03,0.34782608695652173,3.0,2.0,6.0
CCN(Cc1ccc(OC)c(F)c1)C(=O)CCl,1,2.4216000000000006,29.54,259.70799999999997,5.0,-1.2900000000000003,0.4166666666666667,1.0,0.0,2.0
CCN(Cc1ccccc1)C(c1ccc(C)cc1)c1nnnn1C(C)(C)CC,1,4.738120000000004,46.84,377.5360000000001,8.0,-2.53,0.43478260869565216,3.0,0.0,5.0
CCN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)N(CCCN(C)C)c2nc3cc(C)cc(C)c3s2)cc1.Cl,1,6.144240000000008,73.82000000000001,601.2380000000004,11.0,-2.8199999999999985,0.3333333333333333,4.0,0.0,6.0
CCN(c1ccc(NC(=O)CSc2ccc3c(c2)OCCO3)cc1)C(C)C,0,4.423300000000004,50.80000000000001,386.51700000000017,7.0,-2.3399999999999994,0.38095238095238093,3.0,1.0,5.0
CCN(c1ccccc1)c1cc2ccccc2c(O)n1,0,4.098400000000003,36.36,264.328,3.0,-2.55,0.11764705882352941,3.0,1.0,3.0
CCN1C(=O)/C(=C/c2ccc(O)cc2)S/C1=N\c1cccc(C(=O)O)c1,1,3.7143000000000024,90.2,368.4140000000001,4.0,-3.0599999999999996,0.10526315789473684,3.0,2.0,5.0
CCN1C(=O)/C(=C/c2ccc(OC)c(OC)c2)S/C1=N\c1cccc(C(=O)O)c1,1,4.025900000000003,88.43,412.4670000000001,6.0,-3.26,0.19047619047619047,3.0,1.0,6.0
CCN1C(=O)C(=C/C=C/c2ccco2)C(=O)N(CC)C1=S,0,2.2147000000000006,53.760000000000005,304.371,4.0,-2.21,0.26666666666666666,2.0,0.0,4.0
CCN1C(=O)C(=CNc2ccc(N3CCOCC3)cc2)C(=O)N(CC)C1=S,0,1.8145,65.12,388.4930000000001,5.0,-2.4499999999999997,0.42105263157894735,3.0,1.0,6.0
CCN1C(=O)C(=NNc2cccc(S(=O)(=O)N3CCOCC3)c2)C(=O)N(CC)C1=S,0,0.47090000000000054,111.61999999999999,453.54600000000033,6.0,-2.4099999999999993,0.4444444444444444,3.0,1.0,8.0
CCN1C(=O)NC(=O)/C(=C\c2cn(CC(=O)N3CCCC3)c3ccccc23)C1=O,0,1.7453999999999996,91.72,394.4310000000002,4.0,-3.4199999999999995,0.3333333333333333,4.0,1.0,5.0
CCN1C(=O)c2c(C)nc3ccccc3c2C1=O,1,2.1591199999999997,50.27,240.262,1.0,-2.2299999999999995,0.21428571428571427,3.0,0.0,3.0
CCN1C(=O)c2cccc3c(N)ccc(c23)C1=O,1,2.0378999999999996,63.4,240.26199999999994,1.0,-2.36,0.14285714285714285,3.0,1.0,3.0
CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCCN3CCCCCC3)cc21,0,3.8293000000000035,75.71,453.6080000000004,6.0,-2.349999999999999,0.44,4.0,1.0,4.0
CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCCN3CCOCC3)cc21,0,2.2855,84.94,441.55300000000034,6.0,-2.3899999999999992,0.391304347826087,4.0,1.0,5.0
CCN1CCN(C(=O)CC[N+](=O)[O-])CC1,0,-0.18269999999999942,66.69,215.25299999999996,4.0,-1.17,0.8888888888888888,1.0,0.0,4.0
CCN1CCN(C(c2cccnc2)c2cc(Cl)c3cccnc3c2O)CC1,1,3.7157000000000027,52.49000000000001,382.8950000000002,4.0,-2.2099999999999995,0.3333333333333333,4.0,1.0,5.0
CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)C(=O)c4c[nH]c5ccccc45)c3)cc2C(F)(F)F)CC1.O=C(O)C(F)(F)F,0,6.339620000000005,134.83999999999997,705.6560000000004,8.0,-5.2200000000000015,0.29411764705882354,5.0,4.0,6.0
CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc3c(c2)OCCO3)CC1,0,3.5054000000000016,54.040000000000006,401.8940000000003,4.0,-2.44,0.38095238095238093,4.0,1.0,5.0
CCN1Cc2c(/C=C/c3ccccc3)nc3ccc(OC)cc3c2N(c2cccc(Cl)c2)C1,0,6.998300000000006,28.6,455.98900000000026,5.0,-3.339999999999999,0.17857142857142858,5.0,0.0,4.0
CCN1[C@H](C(=O)NCc2ccccc2)[C@@H](CO)[C@@H]2Cn3c(ccc(-c4cccnc4)c3=O)[C@@H]21,0,2.2101999999999995,87.46000000000001,444.53500000000025,6.0,-3.2899999999999996,0.34615384615384615,5.0,2.0,6.0
CCN=C(S)N=Nc1c(O)[nH]c2ccc([N+](=O)[O-])cc12,0,3.171100000000002,116.24000000000001,293.30800000000005,3.0,-2.4199999999999995,0.18181818181818182,2.0,3.0,5.0
CCNC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Nc4cccc(F)c4)cc3C(=O)N2C)O1,1,3.376500000000001,109.0,484.5280000000002,5.0,-3.6599999999999993,0.4,4.0,3.0,5.0
CCNC(=O)NC(=O)COC(=O)c1ccccc1SCC(=O)NC(=O)NCC,1,0.6269000000000003,142.7,410.45200000000017,8.0,-3.08,0.35294117647058826,1.0,4.0,7.0
CCNC(=O)Nc1ccc(-c2c3c([nH]c(=O)c2C#N)-c2cccc(OC)c2CC3)cc1,1,3.8291800000000027,107.01,414.4650000000002,4.0,-4.05,0.20833333333333334,4.0,3.0,4.0
CCNC(=O)Nc1ccc(-c2cc(-c3cccc(OC)c3)[nH]c(=O)c2C#N)cc1,1,3.7305800000000024,107.00999999999999,388.4270000000001,5.0,-4.05,0.13636363636363635,3.0,3.0,4.0
CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2occc2c1,1,1.8779000000000003,109.47000000000001,437.50000000000017,6.0,-3.619999999999999,0.391304347826087,4.0,2.0,6.0
CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2sccc2c1,1,2.3464,96.33000000000001,453.56800000000015,6.0,-3.199999999999999,0.391304347826087,4.0,2.0,6.0
CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,1,1.8778999999999997,109.47000000000001,437.50000000000017,6.0,-3.619999999999999,0.391304347826087,4.0,2.0,6.0
CCNC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(-c4cccnc4)c3=O)[C@@H]2N1Cc1ccc2c(c1)OCO2,0,1.9388999999999996,105.92,488.54400000000027,6.0,-3.6899999999999995,0.37037037037037035,6.0,2.0,8.0
CCNC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@H]2N1C(=O)Cc1cccnc1,0,1.9183999999999994,104.52999999999999,490.5350000000002,6.0,-3.849999999999999,0.3333333333333333,5.0,2.0,6.0
CCNC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N1C(=O)Cc1cccnc1,0,1.7792999999999992,104.52999999999999,472.5450000000002,6.0,-3.7799999999999994,0.3333333333333333,5.0,2.0,6.0
CCNC(=O)c1ccccc1-c1nc(-c2ccccc2)no1,0,3.1533000000000015,68.02000000000001,293.326,4.0,-2.9499999999999997,0.11764705882352941,3.0,1.0,4.0
CCNC1=C(Cl)C(=O)c2ccccc2C1=O,1,2.1254999999999997,46.17,235.67,2.0,-1.6099999999999997,0.16666666666666666,2.0,1.0,3.0
CCNC[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,1,2.3513,92.39999999999999,423.51700000000017,7.0,-3.1299999999999994,0.43478260869565216,4.0,2.0,6.0
CCNc1cc(C)cc(Nc2c(CC)cccc2CC)n1,1,4.690220000000003,36.95,283.419,6.0,-2.03,0.3888888888888889,2.0,2.0,3.0
CCNc1cc(OC)cc(Nc2c(CC)cccc2CC)n1,1,4.390400000000003,46.18,299.41800000000006,7.0,-2.2299999999999995,0.3888888888888889,2.0,2.0,4.0
CCNc1ccc(C(F)(F)F)c(Nc2c(CC)cccc2CC)n1,0,5.400600000000004,36.95,337.38900000000007,6.0,-2.2399999999999998,0.3888888888888889,2.0,2.0,3.0
CCNc1ccc(C)c(Nc2c(CC)cccc2CC)n1,1,4.690220000000003,36.95,283.419,6.0,-2.03,0.3888888888888889,2.0,2.0,3.0
CCNc1ccc(Cl)c(Nc2c(CC)cccc2CC)n1,0,5.035200000000003,36.95,303.83700000000005,6.0,-1.7399999999999995,0.35294117647058826,2.0,2.0,3.0
CCNc1ccc(F)c(Nc2c(CC)cccc2CC)n1,0,4.520900000000003,36.95,287.382,6.0,-2.0999999999999996,0.35294117647058826,2.0,2.0,3.0
CCNc1ccc2noc3c2c1C(=O)c1ccccc1-3,1,3.471000000000002,55.13,264.284,2.0,-2.619999999999999,0.125,4.0,1.0,4.0
CCNc1cccc(Nc2c(C(C)C)cccc2C(C)C)n1,0,5.5038000000000045,36.95,297.446,6.0,-2.03,0.42105263157894735,2.0,2.0,3.0
CCNc1cccc(Nc2c(C3CC3)cccc2C2CC2)n1,0,5.011800000000004,36.95,293.41400000000004,6.0,-2.03,0.42105263157894735,4.0,2.0,3.0
CCNc1cccc(Nc2c(CC(F)(F)F)cccc2CC(F)(F)F)n1,1,5.466600000000003,36.95,377.332,6.0,-2.4499999999999997,0.35294117647058826,2.0,2.0,3.0
CCNc1cccc(Nc2c(CC)cc(C(=O)NC)cc2CC)n1,1,3.7414000000000023,66.05,326.444,7.0,-2.5599999999999996,0.3684210526315789,2.0,3.0,4.0
CCNc1cccc(Nc2c(CC)cc(S(=O)(=O)NCC)cc2CC)n1,1,3.6800000000000015,83.11999999999999,376.5260000000001,9.0,-2.1199999999999997,0.42105263157894735,2.0,3.0,5.0
CCNc1cccc(Nc2c(CC)cccc2CC)n1,1,4.381800000000003,36.95,269.39199999999994,6.0,-2.03,0.35294117647058826,2.0,2.0,3.0
CCNc1ccccc1CP(=O)(c1ccccc1)c1ccccc1O,1,4.338100000000004,49.33,351.386,6.0,-2.5099999999999993,0.14285714285714285,3.0,2.0,3.0
CCNc1nc(Nc2c(CC)cccc2CC)ccc1C,0,4.690220000000004,36.95,283.41900000000004,6.0,-2.0299999999999994,0.3888888888888889,2.0,2.0,3.0
CCNc1nc(Nc2c(CC)cccc2CC)ccc1F,1,4.520900000000004,36.95,287.382,6.0,-2.099999999999999,0.35294117647058826,2.0,2.0,3.0
CCNc1nc(Nc2c(CC)cccc2CC)ccc1OC,0,4.390400000000003,46.18000000000001,299.41800000000006,7.0,-2.2299999999999995,0.3888888888888889,2.0,2.0,4.0
CCO.Cn1c2c(c(=O)n(C)c1=O)[C@@]1(C(=O)Nc3ccccc31)C(C#N)=C(N)O2,0,-0.5929199999999992,152.37,397.39100000000013,0.0,-3.84,0.2631578947368421,4.0,3.0,9.0
CCO/C(O)=C1/C(C)=NC2(O)c3ccccc3C(=O)C12O,1,1.0396999999999998,99.35000000000001,289.28700000000003,2.0,-2.1799999999999997,0.3333333333333333,3.0,3.0,6.0
CCO/C(O)=C1\C(C)=NC(SCc2cc(O)[nH]n2)=C(C#N)C1c1cccs1,1,4.2095800000000025,114.52000000000001,402.5010000000001,6.0,-2.6999999999999997,0.2777777777777778,3.0,3.0,8.0
CCO/C=C1/C(=O)N(C)C(=O)c2cc(OC)ccc21,0,1.6848,55.84,261.277,3.0,-2.3,0.2857142857142857,2.0,0.0,4.0
CCO/C=C1/C(=O)N(Cc2ccccc2)C(=O)c2ccccc21,0,3.2466000000000026,46.61,307.34900000000005,4.0,-2.879999999999999,0.15789473684210525,3.0,0.0,3.0
CCOC(=O)/C(C#N)=C1/SC(C)C(=O)N1c1ccc(Br)cc1,0,3.2156800000000016,70.39999999999999,381.25100000000003,3.0,-1.7799999999999994,0.26666666666666666,2.0,0.0,5.0
CCOC(=O)/C(C#N)=C\c1ccc(O)c(OC)c1,0,1.8708799999999999,79.55000000000001,247.25,4.0,-2.4799999999999995,0.23076923076923078,1.0,1.0,5.0
CCOC(=O)/C=c1\s/c(=C(\C#N)C(N)=O)n(-c2ccccc2)c1=O,0,-0.5978199999999996,115.18,343.36400000000003,4.0,-3.1799999999999997,0.125,2.0,1.0,7.0
CCOC(=O)C(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0,1.7061,111.43,295.276,3.0,-2.55,0.18181818181818182,2.0,1.0,7.0
CCOC(=O)C(C#N)C(c1cccnc1)c1c(C)n[nH]c1O,1,1.6534999999999997,111.89,300.318,5.0,-2.88,0.3333333333333333,2.0,2.0,6.0
CCOC(=O)C(C(=O)OCC)c1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3,1,4.011500000000003,95.70000000000002,458.26400000000024,5.0,-2.9999999999999987,0.23809523809523808,4.0,0.0,7.0
CCOC(=O)C(C)Sc1ncnc2c1nnn2-c1ccc(F)cc1,0,2.3933,82.78999999999999,347.37500000000006,5.0,-2.5499999999999994,0.26666666666666666,3.0,0.0,8.0
CCOC(=O)C(CC)Sc1ncnc2c1nnn2-c1ccc(F)cc1,1,2.783400000000001,82.78999999999999,361.40200000000004,6.0,-2.5499999999999994,0.3125,3.0,0.0,8.0
CCOC(=O)C(Nc1ccc2ccccc2c1)C(=O)OCC,1,2.746500000000001,64.63,301.3420000000001,6.0,-2.5599999999999996,0.29411764705882354,2.0,1.0,5.0
CCOC(=O)C/C(C)=N/NC(=O)COc1ccccc1C,1,1.8191199999999994,76.99,292.33500000000004,7.0,-2.369999999999999,0.4,1.0,1.0,5.0
CCOC(=O)C1(CCOc2ccccc2)CCN(Cc2ccc(O)c(Cl)c2)CC1,0,4.6600000000000055,59.0,417.9330000000002,8.0,-2.2399999999999993,0.43478260869565216,3.0,1.0,5.0
CCOC(=O)C1(CCc2ccccc2)CCN(C(=O)CN2CCOC2=O)CC1,1,2.2433000000000005,76.15,388.4640000000003,7.0,-2.5700000000000003,0.5714285714285714,3.0,0.0,5.0
CCOC(=O)C1=C(C)N/C(=C/c2cc(OC)ccc2OC)C1=O,1,2.0541,73.86000000000001,317.3410000000001,5.0,-2.76,0.29411764705882354,2.0,1.0,6.0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OC)C1c1cccc(Cl)c1Cl,0,4.804600000000004,68.12,384.259,4.0,-1.979999999999999,0.3333333333333333,2.0,1.0,5.0
CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1OCc1cn(CC(=O)c2ccc(Cl)cc2)nn1,1,3.5844000000000023,124.44,509.9500000000003,9.0,-4.179999999999999,0.24,4.0,2.0,8.0
CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1cc(OC)c(O)c(OC)c1,1,1.5313200000000016,254.24999999999991,813.7700000000001,13.0,-6.510000000000002,0.4864864864864865,5.0,1.0,21.0
CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1cc(OC)c(O)c([N+](=O)[O-])c1,1,1.430920000000001,288.1599999999999,828.7410000000001,13.0,-6.910000000000002,0.4722222222222222,5.0,1.0,22.0
CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1cc(OC)cc(OC)c1,0,1.8257200000000022,234.01999999999992,797.7710000000001,13.0,-6.310000000000001,0.4864864864864865,5.0,0.0,20.0
CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1ccc(Cl)cc1,0,2.46192,215.55999999999995,772.1640000000001,11.0,-5.620000000000001,0.45714285714285713,5.0,0.0,18.0
CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1ccc(Cl)cc1Cl,0,3.1153200000000014,215.55999999999995,806.609,11.0,-5.330000000000001,0.45714285714285713,5.0,0.0,18.0
CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1ccc(N(C)C)cc1,0,1.8745200000000022,218.79999999999995,780.788,12.0,-6.110000000000001,0.4864864864864865,5.0,0.0,19.0
